,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,"(472.033, 382.077, None, None)","(525.134, 384.839, None, None)","(575.527, 397.123, None, None)","(623.147, 428.811, None, None)","(660.45, 453.634, None, None)","(688.98, 478.757, None, None)","(737.845, 507.699, None, None)","(761.193, 558.829, None, None)","(777.296, 603.704, None, None)","(747.814, 642.148, None, None)","(690.905, 646.099, None, None)","(633.776, 648.027, None, None)","(576.914, 654.233, None, None)","(519.985, 659.563, None, None)","(463.21, 666.183, None, None)","(406.298, 671.919, None, None)","(349.238, 675.746, None, None)","(292.434, 681.457, None, None)","(236.149, 678.791, None, None)","(179.495, 674.568, None, None)","(143.009, 656.038, None, None)","(112.309, 611.988, None, None)","(104.389, 556.574, None, None)","(108.286, 500.137, None, None)","(94.265, 446.064, None, None)","(55.263, 404.577, None, None)","(31.041, 386.031, None, None)","(31.041, 386.031, None, None)","(31.041, 386.031, None, None)"
1,"(445.212, 447.594, 28.292, -28.337)","(477.158, 447.351, -13.517, 53.534)","(508.119, 446.725, -4.676, -35.105)","(547.816, 443.943, 58.328, -28.973)","(590.695, 450.909, 67.185, -23.528)","(624.41, 449.025, 91.447, -5.771)","(666.35, 460.472, 46.876, -27.619)","(708.635, 476.089, -8.117, 66.052)","(741.696, 489.744, -25.31, 66.176)","(758.135, 505.683, 43.201, -50.743)","(779.459, 510.994, -27.75, -36.701)","(784.493, 527.492, 47.057, 20.984)","(800.599, 561.303, -31.891, -5.759)","(800.436, 607.391, 7.964, 90.604)","(795.653, 645.879, -51.877, 16.489)","(761.786, 662.634, -60.613, -31.463)","(704.629, 659.513, -42.944, 13.156)","(654.081, 645.865, -98.354, 2.015)","(616.709, 636.419, -23.31, 3.136)","(587.357, 636.483, -54.532, -29.598)","(558.466, 636.902, -6.98, 9.007)","(515.28, 636.818, -29.506, -57.218)","(481.48, 637.589, 5.798, 5.001)","(447.651, 637.188, 10.843, 39.642)","(412.917, 636.295, -3.459, -14.156)","(378.186, 637.148, -11.097, -33.371)","(344.437, 636.407, -83.178, 7.978)","(298.096, 639.277, -46.694, -35.035)","(254.019, 642.444, -79.95, -31.273)"
2,"(659.916, 202.889, 76.236, -62.724)","(704.24, 194.098, 78.295, -21.726)","(740.416, 192.646, 18.389, 2.516)","(761.06, 192.515, -23.308, -1.53)","(780.493, 160.646, 63.339, -72.081)","(776.905, 98.492, 7.663, -102.1)","(722.741, 85.997, -5.893, -1.44)","(664.615, 94.793, -65.166, 56.673)","(613.318, 100.885, -91.06, -56.428)","(572.762, 97.199, -90.235, -39.804)","(524.254, 90.29, -16.58, -25.85)","(475.446, 84.381, -34.393, -34.595)","(423.507, 83.329, -17.795, 33.297)","(376.451, 86.65, -4.936, 22.287)","(331.214, 85.622, -30.305, 19.932)","(285.87, 80.733, -1.354, -32.662)","(234.666, 81.359, -28.723, -57.669)","(191.717, 78.764, -50.677, -31.28)","(146.475, 81.045, 24.959, 34.387)","(116.706, 120.923, -68.448, 45.898)","(97.482, 163.975, 2.057, 82.931)","(90.876, 207.108, -6.139, 26.025)","(85.648, 251.566, -15.731, 65.262)","(79.094, 293.544, -4.031, 83.361)","(73.871, 330.52, -20.412, 43.905)","(58.761, 361.079, -26.358, -34.96)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
3,"(582.346, 360.989, 47.605, -64.705)","(611.702, 337.885, -8.335, -40.635)","(642.241, 317.899, 24.08, -31.489)","(667.248, 294.055, 87.548, 3.15)","(695.786, 273.816, 10.661, 20.315)","(722.348, 259.297, 41.453, -35.822)","(738.485, 246.632, 54.424, -46.578)","(755.929, 232.923, -12.31, -18.65)","(772.307, 223.557, 0.771, -27.019)","(784.976, 191.134, -9.864, -38.384)","(792.342, 153.877, -10.807, -22.743)","(795.235, 124.716, 29.243, -66.748)","(787.807, 90.31, -78.262, 23.346)","(760.287, 74.998, -19.12, -21.615)","(735.234, 59.614, -71.966, -6.931)","(689.016, 54.497, -56.167, -0.356)","(649.815, 67.051, -90.455, -41.734)","(615.514, 68.263, -2.615, 26.297)","(568.282, 69.792, -95.147, 44.93)","(527.565, 62.11, -76.456, -53.687)","(485.934, 57.906, -31.813, -43.703)","(440.066, 57.056, -58.663, -43.203)","(399.399, 56.214, -27.193, -26.19)","(356.144, 61.965, -12.33, -51.275)","(312.28, 61.583, -6.398, -17.683)","(268.27, 60.299, -43.817, -32.503)","(233.148, 59.59, 12.654, 14.848)","(196.616, 62.747, -48.211, -18.266)","(150.927, 68.986, -97.85, 8.107)"
4,"(644.961, 335.106, 76.493, -22.12)","(675.151, 309.827, 25.086, -6.476)","(707.229, 284.473, 56.34, -13.109)","(735.553, 262.373, 55.555, -6.684)","(754.94, 248.786, -34.119, -35.39)","(775.389, 224.853, 65.764, -48.114)","(791.811, 202.21, -31.428, 33.286)","(812.13, 175.77, -41.11, -85.084)","(808.054, 145.833, -15.207, -108.68)","(810.97, 107.402, -31.044, -0.908)","(799.026, 81.5, -68.307, 17.823)","(765.7, 68.935, -43.498, -48.996)","(736.019, 53.285, -87.287, -25.454)","(684.405, 59.262, -19.679, 16.042)","(644.808, 62.504, -6.603, 22.442)","(597.044, 67.138, -84.494, 21.384)","(558.836, 64.793, 11.276, 18.75)","(521.236, 66.56, -14.312, 14.264)","(474.576, 57.823, -0.832, -19.216)","(434.311, 61.351, -13.161, 22.268)","(389.836, 63.474, -79.732, -29.7)","(346.556, 64.407, -19.697, -25.336)","(300.272, 62.66, -8.781, 43.256)","(262.947, 66.007, -55.265, -44.346)","(226.073, 64.812, -47.311, -43.463)","(188.765, 64.068, -40.03, 37.804)","(134.072, 82.697, -55.482, 78.233)","(111.27, 123.288, 36.767, 23.123)","(113.305, 183.893, -30.042, 80.524)"
5,"(752.582, 304.787, 48.962, 5.681)","(761.822, 278.357, 27.864, -56.262)","(775.995, 248.903, 6.268, -71.874)","(788.374, 227.781, 71.094, -36.764)","(804.201, 195.963, -15.856, -12.476)","(805.299, 159.366, -45.098, -62.283)","(800.586, 111.483, -7.696, -3.915)","(785.908, 76.819, -56.511, -42.148)","(751.597, 56.35, -101.598, 13.886)","(698.656, 59.613, -92.052, -11.106)","(647.169, 65.904, -70.779, 5.913)","(612.826, 65.031, 1.192, 13.574)","(572.665, 68.026, -67.966, -21.105)","(525.734, 69.85, -65.187, 16.503)","(480.411, 71.723, -52.868, -4.934)","(436.619, 70.551, -51.664, 24.552)","(393.576, 71.556, -50.993, -18.527)","(346.015, 68.739, -14.344, -15.374)","(300.3, 67.975, -69.78, -44.216)","(254.256, 70.296, -81.121, 12.076)","(210.515, 71.056, -62.554, -43.068)","(171.894, 70.673, -78.638, -4.35)","(127.61, 88.419, -52.533, 44.256)","(96.666, 126.202, 7.665, 78.456)","(77.149, 170.717, -65.835, 57.182)","(69.366, 218.406, -5.268, 38.601)","(66.573, 261.178, -27.944, 60.933)","(60.517, 303.994, -34.127, 81.054)","(62.868, 329.726, 8.302, -21.981)"
6,"(576.2, 191.601, 69.13, 21.22)","(608.62, 187.346, 7.677, -22.099)","(650.697, 190.206, 76.23, 4.785)","(694.784, 178.361, 16.95, -59.778)","(717.639, 169.502, 21.56, -28.678)","(738.92, 166.212, 70.92, -68.651)","(753.92, 166.122, 37.705, 57.305)","(756.186, 168.944, 52.134, 3.318)","(763.432, 175.728, 44.548, -23.571)","(773.943, 184.533, -33.71, -6.368)","(775.892, 143.963, -22.649, -33.563)","(776.151, 116.862, -13.549, -8.102)","(765.722, 87.35, 17.398, -53.746)","(720.116, 99.333, -43.094, 8.966)","(679.906, 98.993, 8.217, -7.363)","(645.237, 91.514, -89.97, 50.741)","(600.106, 84.104, -36.668, -4.368)","(560.698, 85.721, -32.678, 18.932)","(516.423, 86.425, -86.88, -11.795)","(479.517, 90.03, -32.845, 8.306)","(437.633, 96.009, -86.569, 41.142)","(390.726, 96.387, -4.764, -15.965)","(349.974, 99.705, -53.605, 48.586)","(311.804, 94.453, -44.528, -42.213)","(269.374, 95.391, -51.163, 9.97)","(232.938, 93.507, 3.96, 50.272)","(187.451, 95.263, -52.175, -35.434)","(161.616, 92.391, -3.931, 25.194)","(128.33, 126.152, 18.937, 67.757)"
7,"(601.122, 277.965, 34.02, -5.104)","(640.051, 260.281, 64.315, -28.186)","(676.697, 239.035, -1.669, 37.007)","(715.11, 225.916, 70.011, 25.281)","(734.752, 210.67, -29.563, -61.771)","(748.045, 203.106, 41.379, 7.496)","(767.714, 201.293, 77.363, 14.6)","(782.334, 166.848, 19.522, -5.625)","(781.47, 127.653, 19.703, -22.254)","(766.235, 94.473, -104.992, 35.259)","(701.947, 106.176, -40.196, 28.141)","(677.593, 113.186, -20.929, -19.844)","(650.733, 113.297, -50.684, 22.418)","(604.256, 113.049, -83.774, -39.244)","(573.068, 113.925, -18.858, 18.983)","(536.513, 103.283, -48.617, -33.162)","(485.328, 100.089, -48.942, -22.996)","(434.963, 98.415, -7.506, 39.454)","(387.626, 99.12, -30.712, 18.242)","(340.894, 99.742, 8.253, -27.75)","(302.49, 100.667, -25.749, 10.364)","(260.174, 96.324, -41.543, 13.91)","(218.955, 92.233, -28.232, -30.418)","(176.188, 95.579, 15.358, 0.408)","(140.013, 95.941, 8.136, 21.845)","(122.053, 151.37, -34.746, 18.592)","(115.43, 201.22, 15.592, 93.76)","(115.777, 244.927, 2.746, -4.154)","(113.312, 285.936, -20.96, 17.94)"
8,"(480.532, 517.44, -8.439, -17.338)","(520.279, 531.086, 78.21, -36.093)","(560.901, 534.602, 25.94, 15.578)","(594.936, 536.605, -8.429, 62.744)","(626.996, 543.527, 62.407, 51.364)","(668.503, 545.773, 4.342, 41.27)","(706.679, 547.857, 43.128, 48.887)","(732.964, 553.007, 38.926, 23.052)","(755.045, 553.591, 16.633, 28.052)","(768.289, 561.584, -28.378, 88.164)","(772.915, 625.039, -22.023, 70.215)","(762.184, 659.906, -22.368, -11.281)","(718.587, 654.554, -4.132, -64.415)","(662.683, 643.203, -87.075, -40.729)","(611.748, 637.759, -58.952, -32.612)","(576.937, 636.113, -54.691, -8.692)","(539.635, 639.204, 2.911, 45.787)","(502.638, 639.557, -14.045, 13.769)","(463.343, 637.871, -64.915, 0.437)","(428.675, 638.168, 9.893, -43.984)","(388.847, 638.236, -83.984, -31.4)","(340.805, 640.323, -93.611, 35.185)","(293.675, 641.461, -61.284, -33.583)","(243.342, 656.134, -80.36, 38.972)","(188.274, 661.426, -57.735, -34.434)","(146.017, 662.04, 6.929, -96.816)","(130.149, 621.687, 24.323, -63.372)","(110.525, 578.098, -48.458, -68.996)","(103.562, 528.854, -53.052, -63.166)"
9,"(375.877, 509.762, 52.312, 2.279)","(412.035, 502.913, 0.197, -49.782)","(442.406, 503.673, 77.95, 48.68)","(473.719, 509.245, 25.078, 39.236)","(504.447, 509.551, 1.601, 16.541)","(542.889, 510.575, 44.367, 12.0)","(571.668, 514.914, -13.447, -39.356)","(604.094, 512.514, 75.746, -4.204)","(638.757, 514.494, 25.503, -4.655)","(673.841, 520.982, -2.583, -12.322)","(703.046, 525.555, 58.906, -0.563)","(732.569, 531.933, 73.015, 36.66)","(760.392, 527.197, 61.602, -37.965)","(783.99, 544.656, 27.388, -32.885)","(801.704, 577.573, -46.266, 76.148)","(796.695, 622.602, 4.678, 14.953)","(784.505, 657.093, 9.633, -11.685)","(745.917, 672.478, 9.728, 29.491)","(706.195, 679.297, 1.817, 46.721)","(670.966, 675.938, -101.803, 25.852)","(628.937, 677.179, -47.759, -49.278)","(585.765, 677.616, -67.452, -27.887)","(546.601, 678.304, -65.223, 57.398)","(507.046, 680.737, -53.787, 30.15)","(471.028, 682.016, 14.003, -59.929)","(433.666, 677.874, 5.272, -4.284)","(399.465, 679.522, 0.686, 38.482)","(360.947, 680.734, -67.091, -4.43)","(323.345, 680.025, 1.392, 46.655)"
10,"(621.868, 315.037, -17.193, 7.67)","(647.598, 296.814, -5.12, -51.616)","(680.04, 276.505, 36.973, -44.629)","(709.095, 258.815, 38.951, 34.14)","(730.539, 247.322, 39.476, 27.886)","(754.134, 235.091, 67.167, 31.39)","(777.715, 228.715, 22.209, -6.326)","(786.52, 185.896, 19.797, -7.057)","(779.347, 149.18, -52.882, -8.46)","(780.432, 111.322, 47.732, -67.522)","(762.737, 93.893, -33.714, -5.873)","(716.237, 94.097, -63.912, 43.425)","(680.345, 102.768, -38.802, 26.421)","(643.734, 113.949, -95.752, 33.321)","(605.634, 113.0, -84.868, 7.446)","(572.364, 113.696, -51.031, -9.341)","(528.875, 103.66, -38.991, 24.952)","(483.025, 103.811, -6.812, -1.712)","(432.779, 98.436, -98.093, -18.643)","(389.62, 98.185, -87.049, 29.8)","(343.762, 94.854, -82.754, -33.846)","(300.09, 98.008, 1.12, 20.563)","(261.611, 95.965, -3.965, 35.693)","(219.75, 93.153, -9.341, -58.804)","(184.165, 94.623, -63.168, -40.475)","(144.89, 89.395, -45.722, 71.739)","(128.283, 145.389, 7.998, 69.368)","(124.538, 195.325, -13.73, 87.426)","(119.034, 234.087, -33.425, 7.656)"
11,"(529.717, 168.783, -0.284, -27.038)","(565.081, 166.259, 73.373, -1.158)","(590.691, 166.275, 50.469, -18.017)","(609.472, 166.407, 38.509, 8.487)","(626.188, 166.18, 45.152, -13.105)","(631.56, 166.645, -37.062, 22.881)","(644.717, 184.097, 10.687, 0.424)","(681.892, 183.852, 15.352, -38.784)","(706.824, 166.371, -14.843, -59.573)","(716.529, 166.636, -8.04, 26.097)","(731.134, 167.516, -3.884, 36.761)","(745.982, 167.811, 15.044, -36.924)","(747.544, 173.794, 9.7, 4.474)","(755.523, 175.469, -13.206, 20.359)","(766.39, 176.333, 44.523, -39.285)","(774.722, 183.684, 6.884, 3.106)","(781.534, 152.657, 6.758, -52.642)","(781.343, 113.736, 6.573, -89.659)","(757.067, 93.517, -21.748, 42.421)","(733.862, 95.355, -8.949, 49.474)","(695.59, 83.311, -23.698, -43.702)","(649.296, 86.432, -38.939, -6.702)","(599.827, 88.749, -37.953, -16.949)","(569.408, 81.99, -44.153, -45.714)","(531.525, 79.886, -20.748, -39.706)","(494.691, 78.762, -1.76, -37.768)","(449.952, 81.351, -50.43, -43.519)","(410.734, 77.186, -24.373, 42.292)","(376.786, 70.988, -43.389, -1.324)"
12,"(467.77, 402.427, 40.875, -5.183)","(491.896, 381.723, 61.367, 27.223)","(524.175, 355.537, -14.607, 2.794)","(567.795, 347.869, -10.68, -21.776)","(597.857, 336.898, 33.982, 8.254)","(628.638, 329.627, 4.092, -24.346)","(663.17, 321.917, 36.467, 16.062)","(683.889, 311.653, -20.818, 12.629)","(713.753, 296.408, -4.909, -49.186)","(731.089, 286.868, 33.498, -44.023)","(750.038, 281.23, 63.923, 4.307)","(760.66, 266.17, 17.358, 14.825)","(766.219, 253.363, -24.13, -65.798)","(774.554, 243.748, -31.335, 3.499)","(786.923, 229.152, 3.635, 34.454)","(797.164, 207.146, -5.834, 15.73)","(801.119, 183.494, -35.624, -75.793)","(792.899, 145.1, -14.617, -78.504)","(804.051, 106.622, 30.78, 14.853)","(784.222, 91.439, -85.827, 23.537)","(742.842, 92.429, -37.682, 31.259)","(712.718, 86.974, -50.65, 0.806)","(679.308, 84.397, -22.066, -40.02)","(633.937, 84.434, -4.288, 0.699)","(580.214, 95.162, -59.738, -5.967)","(545.446, 101.819, -46.191, 37.317)","(506.009, 102.089, -31.178, -15.572)","(462.135, 100.116, -14.842, 25.933)","(421.843, 98.905, -34.872, 33.625)"
13,"(332.703, 196.288, 32.781, -29.243)","(359.595, 182.785, 3.399, -17.233)","(389.524, 173.949, 22.94, -48.262)","(417.668, 171.38, 62.195, -5.358)","(446.358, 171.21, 63.384, 7.938)","(479.351, 168.499, 65.063, 47.825)","(508.32, 168.158, 43.439, 12.505)","(534.746, 167.026, 44.823, -7.484)","(554.406, 169.971, -30.209, -22.931)","(573.396, 167.363, 36.68, -55.026)","(584.342, 170.779, 42.688, 49.963)","(594.006, 180.206, 36.793, -14.338)","(603.121, 193.58, 39.372, -40.046)","(637.164, 200.107, 66.388, -25.537)","(675.326, 216.35, 67.422, -17.639)","(693.386, 212.309, 36.327, -50.164)","(705.716, 217.019, 1.399, -17.372)","(724.099, 216.276, 31.612, 28.637)","(746.37, 220.988, 68.548, 34.537)","(766.338, 215.354, 25.293, -10.699)","(785.587, 192.348, 38.973, -9.553)","(787.872, 158.042, 5.606, -25.851)","(791.767, 123.413, -40.645, 6.913)","(778.742, 97.658, -9.824, 12.435)","(754.423, 96.628, -56.223, 21.279)","(716.066, 95.439, -78.318, -23.093)","(672.418, 80.643, -62.019, 39.065)","(642.089, 75.295, 4.739, -16.246)","(608.072, 72.266, -17.316, 25.983)"
14,"(510.815, 217.878, 18.848, 22.072)","(543.206, 210.247, 15.029, 6.707)","(578.803, 207.249, 36.311, -14.885)","(616.385, 207.238, 9.468, 15.683)","(653.102, 205.262, 63.75, 17.627)","(684.668, 194.502, -9.195, -45.387)","(705.525, 187.822, 1.326, -12.123)","(721.892, 169.89, -17.498, -19.516)","(740.834, 167.508, 66.225, 2.238)","(752.715, 170.903, 52.549, -2.155)","(759.947, 167.525, 46.836, 62.66)","(782.183, 178.89, -45.82, -45.646)","(790.377, 146.709, -53.163, -61.201)","(788.61, 98.974, -61.183, -78.187)","(739.943, 101.653, 2.824, -32.232)","(709.109, 113.997, -101.737, 35.383)","(673.1, 113.359, -36.569, -3.163)","(649.718, 113.808, -52.571, 5.43)","(628.508, 113.484, -1.706, -11.018)","(607.616, 113.979, -75.163, 8.903)","(578.554, 113.099, -27.971, -37.134)","(553.008, 110.309, -88.54, 32.742)","(507.593, 104.881, 7.141, 18.772)","(466.889, 104.662, -16.99, -53.283)","(423.635, 101.316, -45.447, 16.641)","(373.357, 99.632, -12.713, -1.858)","(334.214, 99.982, -49.876, 11.91)","(295.004, 96.603, -19.612, 49.729)","(255.381, 92.954, 11.713, 38.355)"
15,"(281.504, 558.919, 10.891, 48.663)","(310.178, 553.405, 52.771, -7.885)","(341.546, 551.848, -6.062, -53.767)","(364.826, 551.508, 45.147, 23.771)","(398.065, 556.594, 35.609, 12.843)","(429.85, 560.662, 9.402, 44.143)","(457.249, 555.251, 79.903, 10.583)","(483.37, 554.136, -12.673, -29.519)","(517.764, 559.937, 83.928, 35.301)","(549.486, 555.312, 20.228, 17.778)","(584.218, 553.575, 25.772, 31.706)","(618.28, 546.975, 35.407, 14.706)","(648.599, 549.286, 57.721, 42.625)","(667.477, 550.847, 54.664, 56.181)","(702.397, 544.563, 10.309, 41.913)","(737.691, 536.219, 12.055, 5.145)","(768.681, 536.875, 81.353, 38.217)","(779.906, 562.667, 37.316, -8.104)","(786.95, 602.928, 57.321, 19.616)","(793.197, 635.387, -14.476, 49.548)","(795.818, 654.675, 21.084, -48.987)","(752.248, 666.189, -39.807, -5.146)","(710.805, 673.126, -87.352, 59.624)","(672.574, 677.443, -35.617, 23.273)","(642.517, 668.128, -36.69, -51.555)","(601.462, 663.731, -82.665, 45.566)","(563.045, 661.568, 21.19, 51.227)","(532.634, 669.164, -68.132, -23.07)","(497.291, 677.26, -46.232, -33.588)"
16,"(351.334, 287.983, 33.393, 16.421)","(389.142, 283.506, 23.032, 45.28)","(426.616, 267.701, 7.741, 18.262)","(458.844, 257.742, -22.809, -52.445)","(484.362, 258.24, 68.923, 50.863)","(508.657, 257.429, 89.542, 34.225)","(535.655, 246.259, 18.938, -19.272)","(562.345, 241.833, 40.813, 20.877)","(601.459, 238.88, 72.211, 10.54)","(639.295, 235.041, -5.066, 11.038)","(679.029, 229.215, 32.381, -0.621)","(710.737, 225.312, 86.634, 17.206)","(732.01, 210.879, 46.192, 17.182)","(755.901, 203.875, -13.909, 54.249)","(768.718, 204.486, -25.33, 17.929)","(783.017, 171.308, -42.812, -38.904)","(780.533, 119.741, -35.908, -42.56)","(782.593, 88.187, -45.513, -38.026)","(755.884, 63.03, -24.237, -9.972)","(716.528, 55.446, -4.508, -30.52)","(676.155, 54.164, -54.479, -18.403)","(630.962, 54.64, -89.837, -9.214)","(584.474, 56.344, -69.748, 40.409)","(541.788, 55.578, -2.521, -47.726)","(500.58, 57.208, -41.371, 7.961)","(463.737, 59.71, -65.908, 51.531)","(421.588, 56.065, 4.056, -42.511)","(382.68, 57.622, -18.05, 2.67)","(339.521, 60.5, -92.712, -2.241)"
17,"(394.969, 341.19, 14.37, -21.53)","(436.715, 331.551, -12.026, -3.502)","(477.291, 311.662, -20.078, 19.812)","(512.417, 298.66, 6.447, -54.494)","(546.31, 290.066, 84.022, -30.186)","(577.73, 283.572, 4.574, 3.226)","(611.342, 271.611, 53.099, -63.964)","(634.734, 254.884, -13.503, 31.682)","(663.29, 248.911, 71.824, -20.74)","(691.052, 240.004, 3.957, -18.282)","(706.945, 224.123, 38.007, -51.678)","(733.462, 206.896, 24.569, -0.078)","(762.316, 198.788, 59.768, 5.555)","(781.293, 174.277, 1.269, -47.259)","(778.954, 140.059, 19.758, -2.198)","(782.924, 103.647, 40.058, -78.141)","(750.243, 88.695, -103.47, 0.912)","(720.708, 84.82, 27.591, -68.067)","(681.601, 86.945, -37.535, 58.765)","(639.092, 99.717, -38.024, 6.65)","(613.286, 113.884, -60.429, 9.718)","(600.301, 113.454, -46.751, -15.208)","(575.451, 113.633, -40.086, 32.482)","(553.191, 112.326, -37.827, -3.341)","(503.189, 104.126, 13.306, -4.704)","(463.211, 101.437, -37.483, -36.97)","(426.804, 104.181, 3.353, 41.059)","(388.205, 103.505, 14.936, -34.791)","(347.656, 102.937, -74.134, 45.2)"
18,"(756.52, 338.653, -29.049, -13.931)","(777.477, 313.064, 11.727, 1.115)","(795.266, 287.369, -39.098, -21.63)","(810.026, 264.641, 33.551, -73.457)","(818.045, 251.993, -51.809, -37.741)","(822.54, 235.597, -43.329, 35.871)","(818.993, 228.364, 60.861, 13.582)","(811.223, 217.578, -21.039, -23.378)","(809.406, 197.53, -45.782, -72.658)","(816.423, 168.209, 26.243, -64.593)","(810.386, 150.969, 43.046, -74.035)","(815.637, 107.653, 51.855, 11.335)","(811.579, 76.533, -30.526, -58.461)","(804.293, 68.055, -4.391, 24.984)","(783.453, 55.34, 10.331, -27.797)","(753.995, 51.425, 18.93, -45.504)","(724.03, 46.617, 10.442, -28.309)","(676.938, 53.535, -81.519, 12.652)","(626.566, 60.289, -60.363, 45.915)","(583.189, 57.318, -56.44, 46.597)","(541.661, 57.912, -82.197, -1.554)","(502.326, 56.181, -31.429, 42.185)","(461.561, 60.668, -4.686, 13.174)","(418.885, 61.456, 8.217, 45.743)","(373.253, 63.401, -20.841, -5.314)","(329.982, 62.314, -55.536, -48.739)","(292.271, 63.327, -62.617, 34.952)","(247.592, 65.155, -78.012, 25.103)","(211.173, 68.2, -62.781, -55.713)"
19,"(677.475, 170.624, 60.08, 9.055)","(711.723, 166.764, 62.157, 33.023)","(733.116, 166.319, -20.363, 15.178)","(744.227, 167.207, -7.917, 26.615)","(755.28, 168.202, 75.208, -12.102)","(764.146, 174.476, -15.09, -72.361)","(773.286, 178.64, 53.594, 50.63)","(787.725, 151.677, -8.795, -8.645)","(799.399, 113.48, 53.282, -58.451)","(789.624, 85.609, -45.051, -6.873)","(728.55, 91.067, -50.559, 30.653)","(689.367, 88.752, -15.266, -62.482)","(643.419, 77.86, -99.045, -33.076)","(605.461, 75.206, 9.553, -11.84)","(565.866, 74.336, 9.633, 31.957)","(525.156, 66.964, -83.752, 40.337)","(484.813, 64.149, -21.206, 18.883)","(438.883, 61.314, 0.956, 10.609)","(388.105, 64.223, -31.449, 7.582)","(344.772, 66.37, -66.617, -6.521)","(296.534, 63.436, 1.94, 29.704)","(253.745, 67.444, -58.106, -0.427)","(213.539, 70.571, -21.722, -34.123)","(174.667, 67.312, -17.254, 45.647)","(126.506, 70.556, -51.413, -27.669)","(99.096, 97.373, -0.334, -10.301)","(81.737, 135.541, -19.493, 34.125)","(71.225, 184.915, -55.786, 96.807)","(69.566, 228.721, 17.423, 20.319)"
