Gender,Age,Treatment,EvacuationTime,Collisions,Clicks,RouteChoice,IndecisiveTime,"Clicks Positions (player.x, player.y, target_x, target_y)","Collision Positions (player.x, player.y, agent.x, agent.y)"
Female,24,HA,41.768,1,32,B,15.127,"[(451.3482169294623, 376.3482169294623, 548, 405), (497.0490953957967, 389.8959406687624, 611, 432), (576.6366711949564, 419.3029912324802, 651, 433), (613.2015920741804, 426.03789740080686, 724, 432), (672.2228708218248, 429.2138538609813, 760, 431), (717.0202638742041, 430.12542036341466, 766, 465), (765.168866797318, 464.4082160632491, 748, 433), (748.2499767335431, 433.4573000274622, 778, 481), (777.5807869161962, 480.3300670157687, 792, 531), (791.9320356885493, 530.7611695529765, 774, 465), (779.8935507787335, 486.6130950640928, 794, 578), (793.8551923683782, 577.0618814800638, 788, 661), (789.4104410962358, 640.7803787727659, 735, 645), (735.233115225307, 644.9819215221696, 661, 649), (690.4919424917779, 647.4036647386285, 616, 660), (641.6125049912447, 655.669012124514, 578, 664), (578.2799936726298, 663.9633307336001, 455, 649), (459.98154666334926, 649.6046441767875, 413, 665), (413.77893271739117, 664.7447519888499, 376, 662), (376.69667243501453, 662.0506153274865, 243, 679), (301.9813536861071, 671.5226437283438, 185, 669), (185.70172048543054, 669.0151322473697, 146, 634), (165.68209718906962, 651.3587246989399, 132, 646), (163.79911255335776, 651.0591472641241, 105, 644), (163.79911255335776, 651.0591472641241, 105, 644), (163.79911255335776, 651.0591472641241, 88, 673), (112.51760844952386, 665.9031195972344, 151, 612), (140.21384134897917, 627.1084061134326, 118, 563), (118.05280074517705, 563.152381191606, 108, 503), (108.78131567807762, 507.67511489484673, 77, 425), (85.52061376818672, 447.1653102531984, 130, 462), (129.83431317735787, 461.94474041084516, 12, 380)]","[(450.67410846473115, 375.67410846473115, 458.1970263534415, 363.4793044040548)]"
Male,21,C,27.446,4,13,B,8.085,"[(450, 375, 656, 473), (518.0096353258834, 407.3540983589135, 736, 485), (726.360667130207, 481.5665698435225, 784, 569), (775.1589771974384, 555.589002487836, 801, 625), (800.4376471158242, 623.4894764056861, 703, 672), (763.7407689479893, 641.7594657464815, 593, 685), (762.8166113534975, 641.9935110091712, 736, 697), (744.4349627403993, 679.6981239724262, 604, 678), (623.3704797312919, 678.2342256895813, 467, 666), (489.36001289096646, 667.7494187176519, 160, 677), (343.55750995454537, 671.8445057099782, 108, 669), (152.90474335811913, 669.5422531377221, 84, 398), (91.4709647211764, 427.4418423845941, 3, 373)]","[(755.2198827613656, 525.3432773213432, 743.3022972216784, 534.3883939336531), (768.8624210597312, 546.0377208563119, 770.5448257870848, 560.1358525029647), (775.6885897468193, 635.8110971238967, 760.767345372453, 634.9616178960107), (75.23252970663674, 417.44929485874536, 61.11904185711405, 413.96778994727555)]"
Female,21,H,40.632,6,41,A,13.613,"[(450, 375, 586, 407), (585.4866909364599, 406.8792213968141, 741, 333), (713.7909240532333, 345.9261306185223, 787, 270), (753.493959151008, 304.74957170419617, 778, 255), (777.9273310225996, 255.14752487046482, 785, 204), (784.9788764643368, 204.15275938533753, 795, 160), (794.474172894296, 162.3167779135559, 750, 162), (756.341806841118, 162.0451710331764, 754, 128), (756.0147032275335, 157.2897410487175, 813, 130), (782.6692364900027, 144.5251271622338, 755, 109), (768.0242647104565, 125.7221332688649, 725, 124), (768.0242647104565, 125.7221332688649, 752, 107), (768.0242647104565, 125.7221332688649, 785, 93), (783.3897222058439, 96.10394358073727, 716, 108), (735.5100019271738, 104.55597209680354, 712, 84), (712.5440001446204, 84.47564657068574, 625, 86), (642.0080256596543, 85.70384901081366, 629, 61), (630.903725109861, 64.61540935593086, 555, 69), (555.7157314584539, 68.95865565949681, 432, 86), (467.8850635548619, 81.05697684918437, 445, 79), (445.0969303995702, 79.0087123895208, 388, 82), (388.92729459217327, 81.95141937043864, 343, 69), (343.04989180019453, 69.01406940324274, 268, 91), (307.3694333917253, 79.46669049852127, 228, 55), (263.6400113524339, 65.98651067370076, 175, 84), (222.53357787897897, 74.34019079307923, 84, 109), (158.72046818676492, 90.3056357104453, 134, 207), (156.7447762750646, 99.63200080701361, 112, 321), (156.7447762750646, 99.63200080701361, 78, 194), (156.13398764687554, 100.36397191034992, 79, 148), (92.86661246461989, 139.43632578809533, 102, 219), (101.89057223222588, 218.0467419420024, 22, 376), (89.41254054846723, 242.71730948871433, 59, 369), (81.15381898931285, 277.0101886716123, 11, 380), (70.9565116320309, 291.98041803209816, 11, 380), (65.05280737255187, 300.6473929250113, 11, 380), (55.39220040249528, 314.8297154770509, 56, 383), (55.732179964609074, 352.96153322822164, 13, 358), (39.63700710254334, 354.8592832077149, 13, 358), (29.222483485912583, 356.08723907679877, 13, 358), (20.70150961776017, 357.0919302424131, 13, 358)]","[(450, 375, 463.0074585784379, 369.47150730843873), (765.4727634174419, 152.76036192770715, 779.2401692538715, 157.61195423052246), (770.3674601951839, 128.73061229180396, 756.074160671631, 127.00150677540618), (633.1245852198198, 68.83309728690745, 638.8395031486062, 55.30163009733871), (69.88311085758016, 293.55623164899146, 55.32226846277775, 294.24721920722396), (55.681183030292004, 347.24176056554603, 63.97148084414426, 359.32439020316417)]"
Male,22,HA,34.801,2,43,B,9.209,"[(487.58645421891083, 415.5538058677722, 535, 401), (534.0660569066716, 401.28667812642834, 596, 411), (595.2844102320904, 410.88777149656585, 705, 434), (637.2630996745505, 419.73082711629337, 737, 441), (675.4902077600823, 427.8828648080826, 737, 441), (718.3791582950691, 437.02905343789536, 764, 549), (741.4006184730335, 493.5324977198041, 831, 541), (774.2549186034768, 510.9378808795826, 790, 582), (780.647943198631, 539.7914551406149, 740, 585), (764.7128944420876, 557.5143781191872, 751, 589), (759.0028847681975, 570.6249002111593, 758, 589), (758.0157559525655, 588.7113155869539, 868, 641), (782.1233200826837, 600.1725282695935, 736, 635), (756.2560471030772, 619.7047674237787, 768, 692), (760.536124596242, 646.0527271379004, 636, 599), (734.6738340076096, 636.2813350524862, 603, 680), (672.2449384573727, 657.0091279976396, 547, 663), (547.5008986494668, 662.9760403914755, 449, 653), (515.2525350516917, 659.7099688914051, 449, 653), (490.5920217122179, 657.2123848031159, 449, 653), (449.8073265738577, 653.0817649647906, 379, 658), (407.961483370476, 655.9883524901088, 286, 687), (371.92811424310423, 665.1507053173319, 225, 653), (333.92451296129923, 662.0078720852363, 163, 677), (299.73577466422114, 665.0066341054622, 130, 679), (251.28016474453568, 669.0014141133333, 129, 677), (228.44895684052642, 670.4948482912969, 102, 651), (179.45447666058521, 662.9412869011176, 98, 653), (136.87045959773025, 657.7440288941943, 82, 563), (120.626068102347, 629.6950730718734, 186, 438), (132.93463717404296, 593.6028268336784, 114, 433), (128.02325482524446, 551.9446803570488, 54, 465), (103.30295083578082, 522.9092247591129, 83, 442), (83.11626662281198, 442.46333374853566, 12, 407), (53.2563080760721, 427.57315846308506, 63, 385), (58.360854462187575, 405.26984018548296, 26, 396), (45.53021901764285, 401.59447555046995, 26, 396), (33.61605753342268, 398.18163696081507, 26, 396), (26.284265850825644, 396.0814285979507, 26, 396), (26.284265850825644, 396.0814285979507, 26, 396), (26.284265850825644, 396.0814285979507, 26, 396), (26.284265850825644, 396.0814285979507, 33, 376), (32.936157570217276, 376.1909020170727, 0, 375)]","[(486.2903695906725, 414.1553987688835, 487.3253193171373, 428.9899851683136), (762.4288905725316, 562.758586955976, 756.528331039048, 575.0714343707149)]"
Female,21,HA,27.685,1,23,B,8.698,"[(450, 375, 549, 423), (548.6496199522747, 422.8301187647393, 724, 514), (615.4707956568391, 457.5724366960027, 675, 535), (634.6461314532268, 482.5131282881751, 727, 538), (666.5163628805658, 501.66099367228026, 750, 501), (699.8819837336237, 501.3968165830137, 754, 567), (721.1148854163912, 527.1358595056718, 786, 585), (769.4970891041434, 570.2828069924608, 788, 650), (779.6277185451423, 613.9292011723549, 745, 664), (750.8880190499677, 655.4860744591094, 671, 673), (719.2266153348618, 662.4272337691136, 594, 670), (647.8569928554782, 666.7431331134951, 524, 640), (602.1959219049271, 656.884020031683, 466, 667), (520.4344760590021, 662.9568681521672, 383, 665), (460.3811117286731, 663.8496349800475, 304, 659), (412.7373495813706, 662.3721237068735, 260, 669), (260.3474265129396, 668.984923792674, 175, 669), (219.35409381917378, 668.9921650652934, 153, 675), (165.235469517349, 673.8921756446684, 139, 613), (139.20715073150004, 613.4807940913381, 105, 501), (105.08939680581486, 501.2939567748922, 69, 397), (77.34363991408043, 421.112102100974, 36, 379), (41.27850077318166, 384.37661328229086, 8, 380)]","[(450, 375, 461.714500657505, 370.7891432182802)]"
Male,22,H,30.527,8,20,B,8.781,"[(450, 375, 746, 294), (484.9419920145356, 365.43817110412965, 768, 410), (533.9121955384421, 373.1475514038051, 788, 574), (553.3572607323024, 388.51857232145926, 788, 574), (637.1206184904697, 454.73220088981566, 813, 648), (787.9068671322403, 620.4260199205423, 641, 654), (761.8844619829389, 626.3731599634643, 641, 654), (756.3082323080886, 627.647547115519, 653, 670), (756.3082323080886, 627.647547115519, 735, 672), (756.3082323080886, 627.647547115519, 789, 686), (768.4231416468162, 649.2717885162906, 677, 678), (677.4743817657065, 677.8509333693445, 148, 664), (432.55150530353455, 671.443804791764, 55, 654), (320.17804795491475, 666.251875674204, 57, 664), (162.88380585834648, 664.9059918506, 53, 341), (158.28975065624664, 651.3640327308846, 87, 639), (135.74628333798083, 647.454239735049, 99, 443), (99.15157035334084, 443.8433288633206, 16, 377), (66.45858860758887, 417.56231311018826, 21, 369), (48.216572243359394, 398.0748072817952, 17, 387)]","[(737.8586654553948, 565.4297736039607, 752.0628296220501, 568.792417044921), (739.141952677878, 566.8399337659243, 753.9737221006321, 568.1145075794008), (760.9578354600927, 590.8126565193061, 756.0141582053907, 604.6560252662779), (188.62286365596674, 665.1262273853707, 184.14649560645313, 651.0949027024391), (158.28975065624664, 651.3640327308846, 173.12139123705595, 652.138123057737), (158.28975065624664, 651.3640327308846, 173.1228010750669, 651.6956021851861), (158.28975065624664, 651.3640327308846, 172.67894462559858, 651.1038796998089), (158.28975065624664, 651.3640327308846, 173.2800164379013, 651.291802804862)]"
Male ,22,A,33.086,2,36,B,11.317,"[(450, 375, 621, 409), (507.0368276133468, 386.3406557827703, 584, 355), (546.7688428791531, 370.1611328319025, 615, 417), (578.9933326106952, 392.2823844387335, 653, 368), (622.4727214763739, 378.0163287866967, 716, 398), (694.2590279126158, 393.35467678617294, 744, 451), (725.3992619663755, 429.4434137298267, 755, 457), (754.7056404796909, 456.7259682002986, 800, 485), (799.1844332701911, 484.49089997302957, 784, 524), (784.1362776903858, 523.6454125876752, 827, 536), (826.2741982268068, 535.7908025489209, 805, 597), (805.3045228377016, 596.1238401418221, 796, 609), (796.3706387192985, 608.4870877870297, 797, 641), (796.9979549066287, 640.8943501240277, 841, 661), (840.3531365888844, 660.7044317091654, 764, 676), (764.6374568438445, 675.872300404108, 676, 676), (726.5041630852978, 675.9272388734239, 669, 697), (669.2162947170185, 696.9207374447323, 519, 672), (627.8352179458169, 690.0556569863282, 404, 689), (575.4024677339662, 689.808372400904, 374, 680), (468.7555281048212, 684.6146281977248, 352, 644), (376.0132276332066, 652.3532516873576, 266, 661), (320.88989555158446, 656.6857995901718, 257, 673), (265.4681948055925, 670.8376576456229, 212, 665), (215.240008130928, 665.3537440960214, 158, 676), (200.24385420431838, 668.1429277018821, 158, 676), (167.43976748985983, 674.2442668397033, 119, 600), (127.84961137734082, 613.56391540617, 132, 517), (128.38179468946174, 601.1820136122851, 132, 517), (129.97834462582446, 564.0363082306303, 121, 426), (129.17394041943174, 551.6691078609493, 121, 426), (127.9363954865199, 532.6426457537478, 111, 426), (123.89910822395952, 507.2212391923555, 106, 421), (113.82275991550262, 458.6827742130778, 52, 395), (103.19803772433136, 447.73839409640516, 52, 395), (80.62050306809243, 424.48158634847584, 6, 387)]","[(796.3706387192985, 608.4870877870297, 784.8043608732023, 599.1323569628606), (62.73053159617403, 415.49552376612365, 48.66872066608275, 420.477363707522)]"
Female,23,HA,46.923,0,63,B,19.386,"[(450, 375, 503, 382), (495.36602974080506, 380.9917397770875, 516, 376), (515.7513240787189, 376.060159313611, 550, 345), (544.704653008615, 349.80235561664614, 562, 369), (561.9334161770196, 368.9260926909475, 613, 365), (612.3114146524925, 365.05293970533285, 565, 389), (573.1846546596968, 384.8572699618809, 651, 420), (606.2005232887667, 399.7677963256881, 681, 430), (633.6004647949684, 410.8422135368899, 724, 438), (668.2953096141697, 421.2652227352625, 792, 437), (783.6723843285857, 435.94075820951224, 776, 468), (776.1282899735529, 467.4639372709598, 781, 433), (780.9318986667497, 433.48176924826515, 796, 471), (795.854281477131, 470.63717385190824, 789, 499), (789.1360769970564, 498.43691717021824, 818, 488), (817.8248462540472, 488.0633339112766, 796, 504), (796.26711846759, 503.8049480956447, 826, 511), (825.9179731563062, 510.98015034643436, 804, 531), (804.0971259663859, 530.9112852620708, 805, 569), (804.9782118613925, 568.080843877227, 817, 621), (813.6370170760844, 606.1963604467966, 821, 645), (820.5682388333095, 642.7245764578769, 808, 681), (808.0767724070383, 680.7661966457898, 628, 667), (754.8454219947598, 676.6968587311802, 575, 680), (693.8423768856228, 677.8172746616418, 575, 680), (640.4647124151279, 678.7976386007957, 704, 690), (672.3856679964499, 684.4258507994449, 636, 622), (656.0633735807746, 656.4221567076683, 615, 670), (626.1938910006344, 666.2986748388058, 592, 694), (605.4527337618459, 683.1016043702967, 582, 694), (582.9745301271545, 693.5471395792642, 525, 697), (553.4734732970295, 695.3041703180248, 484, 697), (531.553336056854, 695.8392352514551, 472, 693), (508.69929440266037, 694.7496573201555, 472, 693), (476.32273539255266, 693.2060885841478, 440, 703), (454.23169480131526, 699.1626249599558, 402, 697), (420.89359213691955, 697.7822789226719, 339, 685), (398.28730470340565, 694.2537992963515, 339, 685), (367.20365948232404, 689.4021398101613, 306, 682), (308.5245887204795, 682.3053307405179, 263, 694), (278.0539206234653, 690.1328453985407, 304, 692), (300.87490591141204, 691.7751092285343, 248, 675), (275.4313749717246, 683.7028866247156, 244, 684), (244.92607117152, 683.9912460676069, 185, 688), (216.38984883780205, 685.9001763755602, 183, 684), (183.0770821294089, 684.0043866518232, 153, 688), (155.67118744406937, 687.6451440282309, 126, 688), (126.11996742591853, 687.9985652358004, 92, 655), (103.50586981873809, 666.1277127281146, 89, 641), (89.2070688880661, 641.3586939355773, 89, 596), (89.0286345557213, 602.2724345558375, 78, 565), (79.83192251116641, 571.1911754863066, 78, 538), (78.04565015637979, 538.8270995864417, 50, 586), (62.45571723188519, 565.0494317199676, 49, 525), (51.525384009020684, 532.5165219878667, 56, 486), (55.90700148175155, 486.96677963598756, 79, 457), (78.60174179400612, 457.5168023497603, 77, 446), (77.0258497200528, 446.185863987416, 65, 402), (65.25906010784297, 402.9518491379971, 20, 400), (48.13544169860048, 401.8350266030111, 20, 400), (38.62232036013243, 401.2145696391301, 20, 400), (29.109199021664374, 400.5941126752493, 20, 400), (20.547389817043126, 400.0357014077565, 16, 391)]",[]
Male,22,A,71.859,4,53,B,31.968,"[(446.0387172558909, 421.5450722432816, 117, 438), (390.8143963118076, 424.3067904359819, 376, 397), (376.26696046391055, 397.49207765806074, 339, 441), (358.90203194209187, 417.7650473930692, 438, 480), (385.8741336541394, 438.9869259441048, 596, 470), (404.73646197975006, 441.7708706121346, 664, 429), (453.297583899899, 439.3788342712054, 664, 429), (532.3284293777884, 435.48591238302646, 719, 497), (718.84884502698, 496.95018973578516, 764, 535), (742.1766614535597, 516.6090221497117, 740, 500), (740.070737379365, 500.5397617984023, 779, 526), (774.3782919863994, 522.97734354562, 781, 565), (777.197707158638, 540.8699046404154, 788, 570), (787.8046529961886, 569.4732158317865, 804, 592), (803.9430174779102, 591.9207406314805, 796, 623), (797.8054900186069, 615.9355194380972, 815, 628), (813.4134238710797, 626.8867832297605, 815, 657), (814.1658049299772, 641.1669766017775, 793, 658), (796.2584863823579, 655.4085475275577, 776, 673), (782.5818373607756, 667.2846628850682, 746, 676), (765.8890356085544, 671.2615925627266, 734, 674), (754.490984022711, 672.2403775475168, 705, 651), (721.2007233980328, 657.9529731184809, 679, 660), (679.3033184080548, 659.9852869599156, 592, 669), (636.6302074904178, 664.3916011351943, 572, 657), (604.4267993522498, 660.7085749250964, 532, 664), (587.2844916644173, 661.48760453665, 500, 659), (561.5549389288109, 660.7543133082712, 488, 661), (543.4417066380369, 660.8148147536238, 460, 661), (516.7484390428757, 660.8740561034872, 435, 663), (496.7352054561425, 661.3945187849934, 405, 665), (477.6832482376281, 662.1433204420985, 368, 664), (423.3510320009414, 663.063037143081, 354, 661), (408.10444324714496, 662.6094854366851, 327, 658), (369.0807509290176, 660.3916150682529, 317, 661), (349.06211674457626, 660.6254641425221, 252, 670), (314.90107819819895, 663.9248346026203, 219, 669), (287.29304423953175, 665.3858748877678, 224, 660), (249.29702798695615, 662.1526319267319, 207, 662), (223.55719557590393, 662.0597478542179, 195, 653), (204.47448631934677, 656.0057733391001, 159, 654), (180.66430292097053, 654.955561782577, 144, 635), (173.96557469524456, 651.3095935158051, 135, 627), (173.96557469524456, 651.3095935158051, 115, 635), (173.04674129303285, 651.0554486291272, 102, 649), (171.14087206483677, 651.0003100510434, 100, 649), (171.14087206483677, 651.0003100510434, 105, 668), (150.8277572354459, 656.2212368882135, 125, 561), (141.09475310156034, 620.3378001725104, 109, 438), (109.85998463256321, 442.8857738704994, 100, 402), (103.15504567470028, 415.08282809902937, 50, 383), (86.83128502549819, 405.2302844657669, 47, 377), (69.7198670359994, 393.10262659213913, 24, 370)]","[(446.11955976087273, 420.59517280974524, 440.08908848916633, 433.63970438358604), (427.94799142938086, 422.4497730305455, 413.9496425909707, 424.4041794880764), (71.2754504895902, 394.2051409442871, 56.409337128178734, 393.9476582374994), (31.430584888151053, 373.7547359421887, 39.19904996433029, 361.00293050359903)]"
Male,22,C,37.697,4,41,B,13.145,"[(450, 375, 564, 419), (563.8414998153312, 418.9388244901278, 644, 417), (643.898085503829, 417.00246504513706, 727, 462), (726.8923532403157, 461.94171206691163, 740, 489), (739.7765180145898, 488.5386631925658, 764, 513), (763.9255711274458, 512.9248402966658, 788, 526), (787.3825718428078, 525.6646661150983, 782, 548), (782.0221986410422, 547.9078852871919, 787, 582), (786.980697185205, 581.8677983051518, 789, 600), (788.9855049221076, 599.8698423663838, 785, 642), (785.124779939561, 640.6809705103974, 754, 637), (754.82924333663, 637.0980704208674, 738, 682), (740.7768349861009, 674.591155377295, 688, 653), (688.7181223157862, 653.2937859101276, 669, 663), (669.0456977395421, 662.9775053609915, 618, 657), (618.8619359342794, 657.100933612354, 571, 653), (571.3692841814633, 653.0316412172368, 542, 673), (542.1995580004505, 672.8643192756642, 488, 671), (496.46660505233285, 671.2912284819439, 469, 654), (469.84300117618034, 654.530699950726, 430, 665), (430.1955499157569, 664.9486165529144, 377, 673), (379.2952648780533, 672.6526014361144, 333, 667), (339.5504297231009, 667.7998003371941, 263, 671), (264.30282159666433, 670.9455353908604, 228, 669), (228.12806619570713, 669.0068633044255, 172, 665), (175.82783048035927, 665.2732606791374, 156, 646), (161.4722183781872, 651.3191644643339, 128, 592), (161.4722183781872, 651.3191644643339, 111, 641), (160.5382064096299, 651.1282035074966, 111, 635), (160.5382064096299, 651.1282035074966, 144, 687), (145.37074147970418, 684.0268263567474, 105, 622), (127.68944377143497, 656.860746604059, 120, 605), (122.79563635290498, 623.8549123713848, 135, 539), (127.95291323876009, 587.9972231973667, 123, 518), (125.32866572164437, 550.9099514593577, 98, 492), (106.47277766638094, 510.26400623200254, 99, 477), (99.15921574375979, 477.70872622324697, 132, 423), (120.74811288740727, 441.74426648080913, 109, 412), (109.19113439619879, 412.48392047886085, 66, 390), (66.06468365145128, 390.03367223611616, 40, 387), (40.497277644036025, 387.05787821569317, 3, 385)]","[(782.0221986410422, 547.9078852871919, 773.0694576878988, 536.2937261488647), (745.7955522541465, 661.2007678928566, 740.0102826821256, 675.0013854513713), (160.5382064096299, 651.1282035074966, 175.4722726594954, 652.0819668062261), (160.5382064096299, 651.1282035074966, 175.50438208807805, 651.9226094025612)]"
Male,22,H,45.401,1,43,B,21.479,"[(450, 375, 520, 391), (503.9031763567134, 387.32072602439155, 680, 371), (612.1193999387144, 377.29120192545776, 688, 415), (687.247336644719, 414.6259646014992, 744, 417), (743.4448560669895, 416.97677762997694, 681, 427), (695.4393418330761, 424.682295337274, 768, 438), (756.387937819382, 435.86873467587736, 716, 445), (719.1933795912979, 444.2780122506084, 765, 469), (764.4965264794447, 468.728273640442, 742, 441), (742.2728837830635, 441.33634508935137, 772, 480), (767.2594838474452, 473.8343941846501, 721, 436), (735.5275959855653, 447.8817320765157, 742, 477), (741.9401981868406, 476.73096160035715, 782, 461), (774.7728071803965, 463.83802434305153, 704, 445), (735.1587814478614, 453.29372052345605, 783, 489), (782.5269810265007, 488.64696242745015, 750, 451), (758.219532642049, 460.51334635988223, 779, 497), (778.5070831540964, 496.1345292711629, 730, 514), (745.4073630757277, 508.32536907726364, 788, 545), (786.5856489032435, 543.7821649887295, 758, 555), (763.5120606949686, 552.8369080353027, 762, 557), (762.2102424092661, 556.4211485771921, 785, 575), (780.6829368340759, 571.4806086759263, 784, 575), (783.952294847161, 574.9493850154137, 787, 633), (786.951211843694, 632.0707163798671, 759, 632), (759.3046336579125, 632.0007707211263, 793, 700), (777.5058154635101, 668.7318251391176, 695, 661), (695.8767995289297, 661.0821670642447, 648, 659), (648.2551471288564, 659.0110963755612, 556, 695), (579.8678498566852, 685.6891076005209, 516, 678), (516.4524337258961, 678.0544689011501, 443, 696), (447.9214260821065, 694.7976218032921, 372, 660), (372.52370308780945, 660.2400326617561, 305, 669), (305.3995402133599, 668.9481669538355, 220, 673), (220.64821117384759, 672.9692452272163, 163, 666), (163.86167453194037, 666.1041701207524, 141, 614), (156.96689497523505, 650.3902395219358, 123, 622), (124.05050662609027, 622.8780353563618, 128, 569), (127.95350815791983, 569.6342304883775, 90, 532), (98.16771625706882, 540.0990066821538, 96, 489), (96.02620582565761, 489.6177430537889, 64, 424), (68.01022574347735, 432.2164576052394, 54, 416), (54.29877783395832, 416.345827266918, 16, 375)]","[(772.5549512871596, 564.8544462324835, 785.6365612420581, 571.6998965384402)]"
Female,21,A,50.785,3,33,B,19.698,"[(450, 375, 542, 420), (506.52095595582387, 402.6461197610005, 644, 417), (570.9971482508481, 409.3779351362381, 788, 358), (624.8029726199513, 396.63878386654244, 776, 431), (738.2177074444592, 422.413551291222, 771, 452), (767.2343105670899, 448.60141592991965, 783, 394), (782.8376346652572, 394.56232093195933, 765, 444), (768.9247301934969, 433.1224618411614, 791, 376), (788.1692117346523, 383.3250110229731, 738, 377), (745.6061384669192, 377.95893293879084, 770, 405), (768.5946185302637, 403.44210747371073, 770, 405), (769.8717563115606, 404.85783939231743, 783, 466), (782.8805403523903, 465.443640662557, 784, 652), (783.996041333337, 651.3402938265212, 627, 659), (627.8351255776233, 658.9592549182245, 512, 660), (512.4864479127641, 659.995629406277, 407, 655), (423.92570351988445, 655.8015678212603, 368, 674), (399.4489929998205, 663.7663805696538, 365, 669), (371.1734429634343, 668.062107532556, 365, 669), (365.51833295615705, 668.9212529251364, 282, 649), (310.8065348883808, 655.8710934126212, 251, 652), (259.43403688864015, 652.545909317474, 205, 659), (205.4720169396138, 658.9440342788063, 172, 665), (204.5339140411175, 659.113761696383, 172, 665), (204.5339140411175, 659.113761696383, 176, 675), (203.7009732542009, 659.5775009441669, 176, 675), (203.7009732542009, 659.5775009441669, 165, 672), (203.7009732542009, 659.5775009441669, 168, 690), (169.59718117926963, 688.6389658743376, 95, 661), (95.39961079914636, 661.1480596058192, 101, 469), (100.3434302102561, 491.52675779673757, 112, 386), (111.54304852622367, 390.1367750863108, 51, 390), (51.48320178984925, 390.0010916194034, 16, 384)]","[(783.3610638518771, 545.5221989485718, 768.7993900996373, 548.3410857206559), (207.36542114835157, 658.7195386661278, 195.11896899840806, 651.0165847283039), (51.48320178984925, 390.0010916194034, 65.94307946570406, 390.4911209442295)]"
Male,21,C,31.682,2,36,B,12.382,"[(450, 375, 581, 363), (496.51856961527267, 370.7387569818063, 662, 385), (548.7582684422582, 375.24079106766624, 752, 381), (650.7240055553442, 378.1301680645697, 751, 507), (687.6073396052918, 425.5308354581836, 753, 438), (728.8116129525476, 433.38772430613324, 766, 489), (757.4280349286472, 476.1813078588765, 766, 478), (765.821204903978, 477.96206549684933, 783, 523), (779.0715828427742, 512.7008030167866, 783, 502), (782.6855501717696, 502.8565448973174, 788, 521), (787.7772430353497, 520.2395109338553, 788, 521), (787.7772430353497, 520.2395109338553, 783, 634), (783.0173737469812, 633.5862789607163, 656, 663), (702.2156109916108, 652.2977389685663, 689, 662), (689.1515732075384, 661.8887222977551, 612, 656), (612.1555277388984, 656.011870913656, 558, 661), (570.3856701598952, 659.8591871567332, 480, 665), (540.8800225937506, 661.5373625985777, 467, 676), (514.6839059939856, 666.6654733165611, 467, 676), (467.9051263515454, 675.8228138843858, 358, 661), (451.84387601585945, 673.6566462780186, 358, 661), (428.224390228086, 670.4711056804197, 358, 661), (409.32880159786725, 667.9226732023405, 320, 664), (375.9942594422481, 666.4588618348184, 284, 669), (341.6873453526299, 667.4065145389245, 266, 670), (302.6236051717994, 668.7450638266847, 180, 674), (272.1449124563721, 670.0512037386644, 172, 673), (220.687215184921, 671.5663906973333, 130, 655), (168.1696285778113, 661.972680531679, 124, 635), (124.23388780247274, 635.1428262174594, 143, 573), (134.15543922425704, 602.2882189699998, 106, 469), (122.92463745533749, 549.1214559349291, 90, 455), (104.03772677271033, 495.1295620538426, 86, 384), (97.46994566282397, 454.6657803587212, 86, 384), (88.15286083251954, 397.2636714423861, 0, 394), (54.80903840430534, 396.02918761496164, 22, 368)]","[(222.5930558246044, 671.510272661827, 215.22043710419481, 684.246810378667), (73.86265122042771, 396.7346069449186, 60.18762039152026, 402.13488492304396)]"
