Gender,Age,Treatment,EvacuationTime,Collisions,Clicks,RouteChoice,IndecisiveTime,"Clicks Positions (player.x, player.y, target_x, target_y)","Collision Positions (player.x, player.y, agent.x, agent.y)"
Female,19,H,43.332,2,49,A,14.701,"[(450, 375, 104, 375), (347.04000000000156, 375.0, 770, 357), (521.3422305692488, 367.5821823570858, 558, 310), (557.6918203804618, 310.4840898758042, 570, 316), (569.8713505061734, 315.9423457353235, 641, 299), (640.352850737098, 299.15414641825015, 647, 257), (646.8865513973263, 257.71945563713194, 698, 249), (697.6334530464172, 249.06252933402195, 726, 218), (725.9195825198536, 218.08806043048185, 721, 175), (721.8100989231419, 182.0952344460423, 752, 184), (751.3047857811708, 183.95613698457387, 763, 148), (762.8050278551041, 148.59942853708216, 754, 121), (756.1407074313533, 127.7100641522884, 719, 98), (756.1407074313533, 127.7100641522884, 754, 108), (756.0377713677988, 126.76230436665475, 754, 101), (756.0377713677988, 126.76230436665475, 758, 88), (757.387315471766, 100.10310754537193, 650, 131), (715.2436247748835, 112.22846027797667, 731, 64), (724.7174616200638, 83.23013055811182, 649, 93), (649.0778537328125, 92.98995448620612, 611, 80), (613.889108613755, 80.98559623821566, 566, 105), (566.166497422493, 104.91650844117208, 524, 89), (534.9497173108073, 93.13316919021473, 497, 95), (504.4798949398762, 94.63204736906583, 491, 99), (491.78316206356567, 98.74622837854027, 440, 78), (461.6947467229395, 86.69170889132248, 439, 102), (439.56519248092314, 101.61876062614691, 394, 99), (410.06054775931494, 99.92304515390897, 394, 99), (394.8323440320333, 99.04783716823779, 326, 76), (356.8642637489108, 86.33459684115032, 310, 84), (310.20878578170226, 84.0104009022536, 253, 81), (253.0878151416468, 81.00462094725543, 244, 77), (244.36393011288644, 77.16036881590199, 209, 76), (209.10956982494739, 76.00359522846095, 188, 83), (188.2962712064618, 82.90180599132297, 155, 76), (155.62413324302568, 76.12937324210834, 112, 75), (117.50357246817728, 75.1424804808599, 109, 75), (109.87797614025865, 75.01471081279259, 109, 142), (109.4281825575072, 109.33176321728858, 88, 137), (88.4137313314271, 136.46578687148897, 66, 165), (66.03582461342197, 164.95439281663934, 78, 181), (77.43308432946434, 180.23968799674137, 76, 222), (76.22332510597158, 215.49226984638187, 71, 237), (71.04867238599162, 236.79958503010968, 69, 252), (69.01128900282633, 251.91623964440097, 70, 297), (69.99368697412096, 296.712135349295, 58, 366), (60.074884301530545, 354.0133354355068, 56, 378), (56.08323716112329, 377.51002734914084, 4, 370), (36.26817050450991, 374.6528375770099, 4, 370)]","[(757.0017314420609, 107.7200209228813, 749.990580427386, 95.07374761970584), (59.116888987832795, 359.652541494779, 66.97867061543572, 372.1198551447899)]"
Male,21,HA,28.784,2,42,B,10.229,"[(450, 375, 414, 397), (423.96921552805725, 390.90770162174283, 473, 465), (445.01347627757025, 422.7084909298354, 517, 459), (475.65926202278763, 438.158352290321, 604, 429), (511.79404271449505, 435.57978638269105, 652, 437), (545.1589976962644, 435.91775606902587, 716, 461), (574.3988779554859, 440.2106471155812, 716, 461), (606.468424046245, 444.918979231158, 720, 458), (634.8804542946957, 448.19259148081414, 720, 458), (668.0278229178882, 452.01180577207964, 763, 516), (710.7215405953059, 480.7770082028134, 724, 522), (720.6594536130747, 511.62927007498484, 749, 509), (748.1879048280931, 509.0753414385306, 761, 545), (757.7950612301012, 536.0134658325449, 782, 549), (781.3167658753633, 548.6334283929278, 783, 574), (782.9579104503243, 573.3657046514624, 780, 585), (780.1390737300691, 584.4529838282734, 772, 610), (772.0360857462949, 609.8867336536392, 761, 701), (767.7946071814606, 644.9041279603057, 663, 657), (734.6480131677126, 648.7300591844928, 600, 657), (704.1987241925854, 650.6002228191014, 512, 660), (664.2065233198207, 652.5561035293255, 433, 667), (629.0018203250937, 654.7554060318471, 383, 663), (599.4650703588387, 655.7453113516085, 383, 663), (561.3531349185097, 657.0226085383974, 382, 677), (529.1390225151525, 660.6108030484183, 292, 664), (498.63547104751143, 661.0467605831591, 256, 670), (460.5280725415076, 662.4529221015247, 198, 673), (423.3780411695026, 663.9454263926585, 148, 675), (390.9907930603066, 665.2455562673643, 112, 662), (356.6731151112782, 664.846331785698, 112, 662), (234.65470462584392, 663.4268669619976, 87, 665), (166.01859997717554, 664.158125231729, 123, 505), (162.53611612640424, 651.2738007503981, 105, 528), (162.53611612640424, 651.2738007503981, 57, 712), (139.39956549199218, 664.5867293983588, 87, 573), (122.35631569474873, 634.7976368249238, 111, 481), (119.4780180317959, 595.8170915019759, 94, 457), (113.9709149547395, 565.8116165547285, 88, 438), (107.70636306956496, 534.9816475362891, 88, 438), (99.54346212827673, 494.8092636637771, 80, 377), (86.90609003318455, 418.63036089844275, 10, 373)]","[(755.8736299496995, 530.625840953742, 744.9687727919976, 539.9242167989288), (757.7950612301012, 536.0134658325449, 744.7644631980862, 541.8606588040974)]"
Male,19,A,38.147,4,37,B,10.393,"[(450, 375, 547, 357), (494.0545742917709, 366.8249243582278, 525, 419), (516.4254790049272, 404.54305616190226, 695, 442), (627.4559185493541, 427.8322741038593, 778, 404), (683.010754724262, 419.03752062861537, 740, 539), (704.6917591612586, 464.6760798855367, 813, 521), (809.5711738616254, 519.216895334938, 763, 558), (783.198522335162, 541.1792643206343, 833, 587), (809.1563853656328, 565.0622580889127, 774, 639), (782.1375851730362, 621.8857641066944, 805, 642), (804.3259288121496, 641.4069556088489, 771, 679), (775.2353264704946, 674.2223742385752, 800, 680), (799.3737760453109, 679.8539012578251, 740, 679), (780.3090809086007, 679.5797167905132, 740, 679), (740.2732211215091, 679.0039294091578, 704, 636), (724.2919398882241, 660.0572279921018, 707, 630), (710.505462398641, 636.0932713862516, 646, 679), (669.2293566697934, 663.5486619979052, 592, 662), (592.9780193010901, 662.0196119894057, 464, 663), (531.0131427204259, 662.4906195487312, 464, 657), (486.35611873391304, 658.8317144603459, 442, 641), (458.0510751713721, 647.4527329578685, 385, 648), (446.6113961847366, 647.5384340822842, 427, 670), (427.17424352224094, 669.8004332621869, 376, 631), (396.02796500192375, 646.1852507423354, 302, 665), (338.07019546679277, 657.7824484623394, 248, 644), (264.5657621961803, 646.5348758546047, 250, 688), (253.82320841406656, 677.1162707870819, 163, 691), (212.35821772093, 683.4548346041073, 135, 687), (179.02653425152903, 684.9823559755135, 129, 681), (129.60952984550272, 681.0485215467913, 69, 545), (113.70348519024708, 645.3446666493691, 61, 523), (91.07337558458318, 592.8116471355864, 118, 450), (100.08177750714997, 545.0334816747655, 11, 461), (68.18208107768939, 514.9415523223164, 115, 393), (86.29223390495913, 467.7720027270815, 24, 357), (24.143275156039206, 357.25478097317415, 6, 365)]","[(799.3313671137805, 585.7253511862879, 787.453666537216, 576.5964828974454), (451.3779290958347, 647.5027252804443, 442.4348900644127, 636.028275991631), (40.498264300491584, 386.3382603820978, 52.93234764765208, 378.2464963991872), (24.143275156039206, 357.25478097317415, 32.84905880510867, 369.4418831515596)]"
Male,35,C,50.76,5,49,B,16.29,"[(450, 375, 495, 369), (494.4136181365875, 369.078184248455, 536, 390), (535.2919075247528, 389.6437636640082, 576, 403), (575.1481668616916, 402.7205154056041, 616, 417), (615.6454538385046, 416.876070764464, 657, 423), (656.1965805929082, 422.8810267781377, 699, 410), (698.189639518932, 410.2438654481621, 739, 437), (738.8500141400768, 436.9016661014098, 763, 485), (762.8052284188074, 484.6120830628847, 772, 502), (771.7182637114767, 501.4672181750512, 775, 527), (774.8781081253128, 526.051648770955, 787, 537), (786.905342517469, 536.9145064668188, 794, 553), (793.8302692874389, 552.6151748994217, 792, 568), (792.0283494129028, 567.7617013178298, 801, 583), (800.7345424132624, 582.5491217636169, 796, 597), (796.2822977205067, 596.1383644649537, 788, 615), (788.2331695735934, 614.4689928250115, 777, 645), (777.0409511925474, 644.8886973845362, 780, 650), (779.9067869793871, 649.8389888146306, 772, 665), (772.4125968893936, 664.2088586588394, 736, 683), (736.8312472962348, 682.5710252284271, 714, 685), (714.079641403298, 684.9915270963136, 658, 681), (659.8767646393582, 681.1335806849678, 660, 649), (659.997415866274, 649.6738120386241, 604, 640), (630.8754480506049, 644.6428576903656, 591, 649), (630.8754480506049, 644.6428576903656, 602, 651), (630.8754480506049, 644.6428576903656, 616, 666), (616.1640507594301, 665.7644672346518, 572, 663), (572.396378548127, 663.024811481057, 572, 663), (572.396378548127, 663.024811481057, 502, 663), (502.8030495373646, 663.0002830379743, 456, 667), (456.2593647794923, 666.9778350830097, 405, 666), (405.7418889893462, 666.0141524399415, 370, 664), (370.52443011245333, 664.0295530600213, 315, 661), (315.31321949629097, 661.0170900463368, 283, 657), (283.14749021098663, 657.0183355749666, 232, 675), (232.78266345887877, 674.7248429665417, 220, 661), (220.43764643091896, 661.4699043011304, 196, 663), (196.65089300207845, 662.9592461333901, 162, 666), (162.46227972096747, 665.9594331133428, 119, 636), (119.29173456161209, 636.201098565045, 113, 613), (113.05384742617753, 613.1985651857981, 88, 556), (92.39930013206853, 566.0437130910711, 101, 543), (100.73316330053619, 543.7149311613044, 88, 486), (89.02611180033578, 490.65100230966874, 74, 458), (74.27980118318902, 458.60799421699693, 55, 433), (55.357473483705654, 433.47480670658814, 44, 405), (45.82136950677342, 409.5664332583344, 44, 405), (44.055424325859974, 405.13895669384306, 15, 386)]","[(450, 375, 435.48534764477364, 375.04495486639155), (794.4467363574471, 571.8693181083262, 801.3989866375692, 584.9579601179482), (799.5472771618607, 586.1729198173067, 803.3284568698034, 600.3701550607451), (633.6937030005083, 645.1297242401971, 622.1104438996443, 636.0756243099187), (234.5814072714541, 674.092467702557, 225.19042603242946, 685.3331904859979)]"
Male,20,H,37.424,1,16,A,14.485,"[(450, 375, 755, 338), (754.7391799087364, 338.0316404700877, 788, 261), (787.6172146058345, 261.8865261523813, 824, 227), (823.3989014803575, 227.57637805897696, 794, 197), (798.9512784363162, 202.14958565527456, 805, 180), (804.9787552268074, 180.07779543472168, 796, 161), (796.0475828322237, 161.10110260458575, 807, 114), (806.8434845670204, 114.67309794313418, 784, 73), (784.389373472728, 73.71032940783826, 692, 86), (692.7234717282439, 85.9037635077644, 562, 83), (562.1490150085056, 83.00331007383821, 454, 97), (454.36791404422917, 96.95238441333792, 297, 89), (297.26837522054353, 89.01356199536443, 89, 85), (119.02813584728176, 85.57867539755225, 105, 302), (109.90180975364284, 226.37654073344427, 39, 351), (39.188339005774026, 350.6689582607844, 12, 381)]","[(801.5942647113477, 204.89842807729644, 789.0810730882964, 197.10976222027523)]"
Male,22,HA,32.135,6,24,A,12.255,"[(444.05262719822906, 412.66669441121593, 520, 363), (491.1268805147723, 381.8819224321852, 594, 350), (541.2101668784243, 366.3603609301625, 653, 320), (598.4498503609137, 342.62249218416906, 593, 304), (593.2550055829099, 305.80719661653313, 684, 244), (644.4704687527169, 270.92390390956916, 701, 311), (695.8000154360366, 307.31351832473985, 728, 246), (725.941269788036, 249.92012587230334, 767, 219), (766.3030350271897, 219.52486388586863, 763, 171), (763.8428179604985, 183.38183261063494, 792, 128), (776.8045493179148, 157.88764660248393, 771, 109), (771.0720436080984, 109.60677276732095, 675, 105), (692.9884283629175, 105.8625672859343, 620, 64), (639.2355028104961, 75.03253692050008, 515, 75), (551.5288391517314, 75.00956679780381, 437, 100), (491.91810263731156, 88.01675468192914, 340, 85), (393.74412391841855, 86.06723843072288, 277, 81), (298.5004661836744, 81.93322031865604, 195, 63), (226.29201239401527, 68.72421155880224, 139, 110), (162.51568447880373, 98.88067314548915, 126, 138), (162.51568447880373, 98.88067314548915, 99, 79), (127.03321549505179, 87.77451292617607, 93, 157), (93.384874743221, 156.21714298298494, 88, 333), (88.01516784469653, 332.5020469280886, 14, 379)]","[(594.3206147681415, 313.35905211758666, 580.4156457803334, 308.4171836917642), (764.0184068061056, 221.24535041340278, 762.9684272220405, 206.29835158297266), (766.0440648096433, 215.7203342779493, 770.6988806592009, 201.79558530884424), (764.2960158412047, 190.03975942449378, 761.17958366353, 175.66323649643172), (249.73631557247603, 73.012850766547, 248.67965265160902, 58.32736623360966), (247.86077131819917, 72.66975962992743, 248.92317647986263, 57.93214345546875)]"
Male,21,A,37.594,4,37,A,12.334,"[(450, 375, 477, 310), (466.45671148334924, 335.3819908734198, 526, 360), (496.41083582056484, 347.7664413242226, 680, 364), (641.7039416791862, 360.6137363684804, 807, 345), (689.1593669463599, 356.1311340190793, 765, 201), (715.1192671885282, 303.03045959905666, 834, 325), (750.7427305431787, 309.6137897895987, 756, 137), (751.9326348813961, 270.54523928184466, 848, 299), (783.9254065609184, 280.0213674313727, 763, 116), (776.686654921912, 223.28125397793656, 812, 228), (799.365081800457, 226.3116589532554, 798, 224), (798.3955775920974, 224.66987962345775, 795, 195), (795.035272751218, 195.30820626365957, 794, 141), (794.3448123063193, 159.08812009380327, 786, 86), (789.6946232834026, 118.35939411533825, 777, 92), (777.2850658011562, 92.5919168795899, 451, 63), (712.7233750461219, 86.73659468843265, 260, 85), (467.71851087505274, 85.79678426729777, 491, 87), (489.6159535731575, 86.92847079382982, 449, 85), (449.62101068464244, 85.02948597441723, 406, 80), (415.5268861537352, 81.09844635734109, 268, 87), (366.94574182974816, 83.04184960216382, 140, 78), (252.5739627388574, 80.50095456593617, 263, 77), (262.51513862193264, 77.16281139352125, 210, 83), (217.9827237192673, 82.1127003533546, 241, 83), (238.94049071260343, 82.9206073802703, 220, 82), (220.8485156536259, 82.04124231968726, 145, 78), (145.64185520240278, 78.03419832787377, 77, 95), (107.6970343776569, 87.4127954345333, 132, 237), (117.17562851360098, 145.75449833777773, 97, 302), (97.27526177702745, 299.8682986549293, 93, 280), (93.06375520844462, 280.2962877101448, 97, 295), (96.7617092806959, 294.10987289573376, 92, 325), (92.11400597550117, 324.2604212339981, 92, 375), (92.0433191660519, 355.72034182154925, 95, 411), (93.01074384466797, 373.80782185431383, 89, 373), (89.27248318333983, 373.0548820565361, 2, 370)]","[(450, 375, 435.1727435436023, 376.75693837196076), (779.5821555775141, 245.97729935931102, 773.0384107947809, 232.78765641675264), (781.4215849619054, 101.18107595817266, 768.0163741166086, 94.51188430500244), (92.50157296118583, 364.28809552127984, 94.24729335382634, 378.7245211711824)]"
Male,20,H,33.908,7,34,B,12.516,"[(404.57957386252167, 440.95294754209294, 492, 432), (449.15309938222805, 436.3880597535518, 440, 391), (444.25318400049133, 412.0905357295647, 485, 391), (484.8920811790695, 391.0558587387234, 584, 390), (583.0798425270673, 390.00980301393025, 655, 451), (654.3346398083869, 450.43575694799546, 660, 483), (658.5830820310315, 474.8556173719467, 662, 483), (661.9024623141515, 482.7675143970622, 727, 498), (726.880608481953, 497.97206300507804, 740, 519), (739.4962938513311, 518.1926530172079, 783, 552), (782.4034881612076, 551.5364421908221, 794, 590), (789.283205159023, 574.3552342668228, 794, 590), (793.9614127175387, 589.8720128785033, 794, 643), (793.9898016690314, 628.9586692356079, 755, 635), (759.132421473989, 634.3596960252794, 754, 664), (755.2286841204792, 656.904212757177, 754, 664), (754.0900940590391, 663.4796968039805, 694, 683), (719.6357870847362, 674.6721991469844, 668, 681), (691.2481515295099, 678.151013252919, 632, 689), (632.1704130222147, 688.9687955054832, 440, 683), (608.3485675996715, 688.2288911588439, 440, 683), (494.9565833883647, 684.7069464688464, 472, 708), (480.2344791101366, 699.6448297436632, 373, 677), (373.89953185065747, 677.1899551876987, 296, 681), (317.72002027508006, 679.9376797445873, 227, 675), (227.2872023674271, 675.0156317570029, 132, 675), (143.39387016296374, 675.0018691514214, 101, 662), (111.4937563721219, 665.2183531895713, 88, 556), (88.03714474508573, 556.1726794056962, 80, 481), (85.09803089264892, 528.682685088852, 72, 457), (72.0748065783794, 457.40940019492194, 44, 441), (46.56009766482497, 442.4963475172275, 77, 405), (75.40124354243362, 406.96937319536164, 15, 390), (19.415421205916317, 391.24048655066633, 17, 361)]","[(418.09755783200984, 421.32409410694623, 408.3646873486983, 432.2855164820883), (738.4870390217808, 516.5750058162375, 727.7716008117912, 527.0483054116708), (739.4962938513311, 518.1926530172079, 728.3216463483049, 528.1245436741423), (739.4962938513311, 518.1926530172079, 728.6612921432197, 527.8126850173978), (772.6176368273767, 543.9317183442083, 765.719530820373, 557.2277297080392), (786.5313183598969, 565.2277174364225, 783.6154728919759, 578.5247428797824), (793.9614127175387, 589.8720128785033, 779.8035264671996, 594.3292996869374)]"
Male,21,HA,29.758,1,57,B,8.69,"[(450, 375, 553, 418), (469.35443601929046, 383.0800072701892, 531, 360), (493.4603126421153, 374.05480299299023, 586, 390), (516.0080447326271, 377.9399255875166, 610, 449), (537.3009954993407, 394.0378848398792, 612, 374), (561.2412855571621, 387.61594148978145, 661, 454), (660.4497930988232, 453.63386690251133, 730, 532), (666.7778744802167, 460.7640724026996, 747, 522), (677.3869448912569, 468.8622904860003, 751, 533), (688.1686349404794, 478.25617997238965, 751, 517), (702.7749543501706, 487.2629015347617, 771, 519), (724.3845934695834, 497.3153278541393, 807, 555), (736.8909935205571, 506.04768924970705, 790, 598), (746.903865956059, 523.3838591147712, 821, 639), (755.6486514062136, 537.0288131958672, 772, 673), (757.4698347306504, 552.1730354960249, 834, 689), (764.4504087890847, 564.6534836376071, 898, 706), (776.8901897008494, 577.8195269047293, 876, 730), (786.7752387603377, 592.9977563645829, 667, 728), (778.5502583507404, 602.2683770758873, 660, 738), (768.516174473083, 613.7566902033183, 775, 743), (769.4715017890027, 632.7994086935252, 675, 720), (761.0651786696991, 640.558747042499, 574, 663), (746.8669809115664, 642.2620322273576, 561, 656), (729.753663268414, 643.5269271813272, 522, 683), (716.6415701604577, 646.0182170960893, 439, 651), (702.3438716118172, 646.2747638018066, 424, 642), (679.4665694141505, 645.9234175955792, 389, 650), (659.4485407928801, 646.2043626400065, 385, 664), (637.56782365142, 647.6231397495558, 390, 674), (611.024718791306, 650.4511476755538, 337, 680), (588.2765931502322, 652.9041417272979, 331, 683), (544.7202595636156, 657.9993010904197, 264, 673), (530.440632454065, 658.7623539144098, 214, 683), (494.3197665925224, 661.529017462853, 200, 707), (466.0550986579896, 665.8957721560517, 217, 691), (394.91558168920915, 673.066485192307, 216, 686), (373.0459815429095, 674.6474028220625, 192, 683), (334.0008457746614, 676.4487589640245, 192, 683), (316.8590788520159, 677.2395982458614, 214, 695), (282.1000922784311, 683.2413393950491, 190, 690), (261.18300458408277, 684.7763161043309, 145, 657), (222.24044722323657, 675.4661696931746, 139, 667), (200.4263172711677, 673.2475111918832, 130, 678), (184.25642586662633, 674.3386832268012, 129, 677), (155.68953965236005, 675.7145509606936, 164, 633), (158.96670708910244, 658.8703895511259, 47, 639), (139.25471068435922, 655.3721617513135, 51, 587), (121.9211434534819, 641.9436041905125, 86, 530), (101.82265922177274, 579.3092738948379, 111, 498), (110.26960611012598, 504.47113344464447, 89, 458), (97.57349411858192, 476.73189316288403, 79, 414), (92.7018499210728, 460.27793671427014, 99, 403), (94.26482466863958, 446.0636090854845, 40, 373), (81.75955606550106, 429.22618148283425, 28, 377), (60.56207432269417, 408.6333118704059, 31, 386), (31.04087488305107, 386.03129462316014, 20, 381)]","[(31.04087488305107, 386.03129462316014, 45.34125825708992, 382.47097891475124)]"
Male,23,C,36.487,4,35,A,15.433,"[(450, 375, 690, 383), (545.2804144653442, 378.1760138155107, 773, 308), (772.1328471970431, 308.2672292193822, 756, 178), (768.617755277821, 279.8840629266763, 790, 375), (774.6814500483013, 306.85756443293707, 782, 234), (777.6352207658392, 277.4522120347877, 831, 264), (819.2338920539698, 266.96600456678857, 769, 183), (806.9978505758116, 246.51344808299916, 811, 317), (808.727200451838, 276.9710589564316, 797, 182), (805.4559043424879, 250.47893434911867, 829, 307), (816.0867951796556, 275.999951918683, 808, 221), (811.5103480553021, 244.87459679270842, 842, 235), (831.4633364926972, 238.41247921963094, 814, 328), (825.6265174823288, 268.3555628108595, 810, 207), (815.9795807333578, 230.47807447712108, 840, 198), (831.2853401104153, 209.78311543170108, 786, 174), (792.3892602178453, 179.04860149754668, 812, 131), (807.1593909972606, 142.8600570688171, 763, 147), (785.3284512016907, 144.90670768710476, 773, 71), (779.5246652537251, 110.11412064453731, 741, 131), (764.439025771946, 118.29269517961316, 736, 63), (752.2299381310522, 94.55512530775405, 685, 115), (713.9221122413601, 106.2046779002379, 695, 62), (705.6686954361348, 86.92355184001187, 648, 101), (651.0262960048648, 100.2613063550843, 655, 67), (653.74045208406, 77.54286105665399, 617, 89), (617.3361140923162, 88.89518621470219, 582, 89), (582.0629359308099, 88.9998133197917, 465, 89), (490.54293593092586, 88.99995926669219, 133, 83), (163.59563433742832, 83.51342801469505, 131, 158), (156.3340183600878, 100.1074563936655, 106, 140), (123.46014719873962, 126.1618502517366, 158, 198), (143.70186025535736, 168.26183319288057, 90, 337), (124.33115617847666, 229.12708218339202, 123, 410), (123.4892383023292, 343.5239841269732, 11, 368)]","[(794.8201641562863, 144.01685959219708, 781.1944880409909, 148.23305336820974), (779.6815243333998, 111.05446083487696, 784.0471650261742, 96.92012198659523), (766.1152079365881, 117.38396467571584, 756.012579281045, 127.77475079113107), (752.2299381310522, 94.55512530775405, 763.932366723145, 85.23964932603238)]"
Male,22,C,30.368,3,33,A,10.057,"[(450, 375, 652, 437), (502.85951045000286, 391.2242061777222, 741, 408), (546.6044362236415, 394.3058150924262, 761, 382), (583.7233424290016, 392.17527475777206, 741, 320), (616.6485795646561, 377.0656706154168, 695, 249), (648.4903328128323, 325.02021361361204, 771, 213), (676.6325301990694, 299.2875915671684, 844, 206), (719.1010890107628, 275.61638727888175, 820, 171), (754.1768361779319, 239.24832429623956, 828, 146), (777.8466186405739, 209.35028908851444, 786, 84), (781.9924842859255, 145.61164689116475, 760, 47), (771.6167148907791, 99.08794840781235, 588, 82), (751.6828498891188, 97.23284029894921, 439, 88), (684.9785896641391, 95.26320946650921, 321, 75), (593.6000851971934, 90.17603722800243, 184, 57), (542.2881230143997, 86.01996492933893, 174, 78), (454.6022445864547, 84.11048801209665, 174, 78), (329.74517856405214, 81.39155892341472, 141, 106), (281.53322281816423, 87.67739404347316, 92, 97), (227.25883831625336, 90.34699830979092, 88, 88), (160.53498044361785, 89.22246802113419, 99, 300), (157.59615222255985, 99.28892054746599, 81, 383), (157.59615222255985, 99.28892054746599, 81, 383), (157.59615222255985, 99.28892054746599, 49, 358), (157.59615222255985, 99.28892054746599, 32, 231), (157.59615222255985, 99.28892054746599, 32, 151), (116.16383014689043, 116.34764456762015, 62, 341), (104.32116028770051, 165.46683852528497, 64, 380), (101.85584120760925, 178.58383943801067, 64, 380), (99.74271056753102, 189.82698307748984, 64, 380), (97.80567414745931, 200.13319808034575, 64, 380), (79.31578104677422, 298.5107049257898, 22, 381), (36.88539365831784, 359.5768315924246, 2, 366)]","[(450, 375, 438.0174393805281, 373.9978996348644), (779.7648549839455, 179.85927553451683, 793.7473752370202, 174.52759686937677), (777.6346611399633, 126.07169352815674, 768.6447828029311, 114.35506442704231)]"
Male,20,A,34.983,4,27,B,13.173,"[(450, 375, 524, 381), (523.1665569919386, 380.9324235398869, 616, 431), (558.4078811772505, 399.93901896531406, 576, 447), (569.7574239409186, 430.3003769196848, 704, 417), (703.5224889955987, 417.0473104474622, 801, 457), (748.5103568042913, 435.4862949647232, 768, 496), (767.2147518049811, 493.561870313597, 794, 503), (793.2900195791982, 502.7498291881581, 782, 529), (782.3668217219945, 528.1471110574872, 812, 601), (811.8207711862481, 600.5593676540169, 796, 629), (796.0639265220148, 628.8850807784037, 796, 662), (796.0013544893868, 661.2983537158688, 754, 693), (765.5646164542, 684.2712962546163, 710, 680), (710.4339300972786, 680.0333565516609, 616, 677), (662.7918353830441, 678.5030224864839, 561, 669), (608.6871016626924, 673.4519444777724, 510, 665), (554.5453004507344, 668.8150315473046, 444, 677), (453.76782977072423, 676.2767727058618, 377, 671), (395.7513913287494, 672.2889100845491, 304, 672), (318.5317741505468, 672.0457581736651, 180, 661), (180.73577181976586, 661.0586663791897, 99, 653), (111.47824368360037, 654.2302814374367, 126, 574), (120.81698425236588, 602.6352974851759, 130, 504), (125.32404964228107, 554.2246502929439, 110, 426), (115.48197639140898, 471.8706753183004, 122, 395), (120.3952868779162, 413.9252737937519, 112, 368), (112.16657227042522, 368.9112109254835, 13, 374)]","[(778.5002301191544, 674.5077956756485, 765.5376020790824, 667.4209742924157), (225.40068292008795, 664.6199995815376, 213.08917022625064, 656.1354632287881), (210.19560680082935, 663.4076308318025, 202.6571916014099, 651.1116419220652), (87.41247650261299, 370.1814814330626, 73.40687846123576, 364.84294838697616)]"
Male,21,H,34.764,10,17,A,12.816,"[(450, 375, 652, 376), (651.1508685059132, 375.99579637874217, 745, 253), (744.8353507723808, 253.21578423318115, 783, 241), (749.375132276589, 251.76268581767005, 783, 241), (782.0615591068884, 241.30037722598928, 784, 193), (783.973028524747, 193.6720516646625, 789, 159), (788.8974681546159, 159.70718313360828, 759, 121), (759.1767512624925, 121.22883354038582, 756, 113), (756.0867013851215, 113.22458518370924, 696, 109), (696.1745986936265, 109.01227571221563, 579, 89), (615.3581395970185, 95.20961472973539, 293, 101), (402.799095057381, 99.0277244945531, 196, 88), (196.21927249024372, 88.01169287810941, 148, 83), (148.80800003759026, 83.08397986582486, 142, 224), (142.04537914097438, 223.06071564219903, 112, 421), (131.17217214173326, 294.6935215390968, 127, 372), (127.0107232532954, 371.801308066458, 12, 377)]","[(783.437817087747, 207.007982821834, 769.0405394651488, 206.94454748106313), (783.973028524747, 193.6720516646625, 772.5816510615748, 184.02553000415872), (783.973028524747, 193.6720516646625, 772.6215795728193, 184.02970022534603), (783.973028524747, 193.6720516646625, 775.049832234018, 205.6699967078829), (783.973028524747, 193.6720516646625, 776.1936686518579, 206.08924668214638), (784.9305584527771, 187.06777167251306, 777.58587268568, 174.28934758161438), (687.7170622765397, 107.56781119079328, 692.859986834391, 93.66509331679893), (685.8376097394092, 107.24681907492165, 691.3683274790972, 93.64985188132351), (680.199252128018, 106.28384272730675, 686.5500248868701, 92.8646057921487), (670.8019894423659, 104.67888214794858, 674.3453282750415, 90.22558782644234)]"
